danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.392,0.154,3,-14.353,1,0.038,0.951,0.722,0.112,0.207,113.367,audio_features,1j2stEmsymDnJNi1uPZ1rD,spotify:track:1j2stEmsymDnJNi1uPZ1rD,https://api.spotify.com/v1/tracks/1j2stEmsymDnJNi1uPZ1rD,https://api.spotify.com/v1/audio-analysis/1j2stEmsymDnJNi1uPZ1rD,214570,4
0.653,0.153,2,-15.976,1,0.0519,0.979,0.814,0.135,0.141,78.287,audio_features,5Enjr7Vz1J8inrynMzgmc6,spotify:track:5Enjr7Vz1J8inrynMzgmc6,https://api.spotify.com/v1/tracks/5Enjr7Vz1J8inrynMzgmc6,https://api.spotify.com/v1/audio-analysis/5Enjr7Vz1J8inrynMzgmc6,186075,4
0.394,0.158,7,-13.535,1,0.0369,0.918,0.00452,0.115,0.24,129.143,audio_features,7k82PhqzL3q6fign67v8GJ,spotify:track:7k82PhqzL3q6fign67v8GJ,https://api.spotify.com/v1/tracks/7k82PhqzL3q6fign67v8GJ,https://api.spotify.com/v1/audio-analysis/7k82PhqzL3q6fign67v8GJ,214662,4
0.378,0.17,4,-19.314,0,0.0357,0.958,0.918,0.118,0.135,138.095,audio_features,4a1J9yup472zZW604BHbha,spotify:track:4a1J9yup472zZW604BHbha,https://api.spotify.com/v1/tracks/4a1J9yup472zZW604BHbha,https://api.spotify.com/v1/audio-analysis/4a1J9yup472zZW604BHbha,193237,3
0.45,0.178,7,-14.048,1,0.0371,0.975,0.648,0.118,0.288,75.421,audio_features,1zKGVPC73CCFAyTF5Hsyqy,spotify:track:1zKGVPC73CCFAyTF5Hsyqy,https://api.spotify.com/v1/tracks/1zKGVPC73CCFAyTF5Hsyqy,https://api.spotify.com/v1/audio-analysis/1zKGVPC73CCFAyTF5Hsyqy,233780,3
0.439,0.0361,8,-23.967,1,0.059,0.948,0.866,0.114,0.141,172.433,audio_features,4fn0kfdUbc5LlAjTwG4RX4,spotify:track:4fn0kfdUbc5LlAjTwG4RX4,https://api.spotify.com/v1/tracks/4fn0kfdUbc5LlAjTwG4RX4,https://api.spotify.com/v1/audio-analysis/4fn0kfdUbc5LlAjTwG4RX4,226220,3
0.504,0.261,2,-15.621,1,0.0303,0.966,0.625,0.101,0.154,111.905,audio_features,07VvD1Wz8hGKE2n6SEApWP,spotify:track:07VvD1Wz8hGKE2n6SEApWP,https://api.spotify.com/v1/tracks/07VvD1Wz8hGKE2n6SEApWP,https://api.spotify.com/v1/audio-analysis/07VvD1Wz8hGKE2n6SEApWP,256713,4
0.438,0.145,3,-14.537,1,0.04,0.928,0.0653,0.109,0.334,82.482,audio_features,6njul2LIdBRvxjoekr0mMr,spotify:track:6njul2LIdBRvxjoekr0mMr,https://api.spotify.com/v1/tracks/6njul2LIdBRvxjoekr0mMr,https://api.spotify.com/v1/audio-analysis/6njul2LIdBRvxjoekr0mMr,203791,3
0.364,0.144,0,-14.698,1,0.046,0.952,0.411,0.138,0.175,75.46,audio_features,0Pvw3low3habLe1L9lM4Vy,spotify:track:0Pvw3low3habLe1L9lM4Vy,https://api.spotify.com/v1/tracks/0Pvw3low3habLe1L9lM4Vy,https://api.spotify.com/v1/audio-analysis/0Pvw3low3habLe1L9lM4Vy,240543,3
0.241,0.161,0,-19.156,1,0.0395,0.977,0.924,0.106,0.182,57.019,audio_features,3iU2rkahLELzejRd4zhtK8,spotify:track:3iU2rkahLELzejRd4zhtK8,https://api.spotify.com/v1/tracks/3iU2rkahLELzejRd4zhtK8,https://api.spotify.com/v1/audio-analysis/3iU2rkahLELzejRd4zhtK8,275160,4
0.453,0.203,7,-14.187,1,0.0362,0.976,0.904,0.116,0.197,111.662,audio_features,4W4PZdDzTUa06u4iXCKRxI,spotify:track:4W4PZdDzTUa06u4iXCKRxI,https://api.spotify.com/v1/tracks/4W4PZdDzTUa06u4iXCKRxI,https://api.spotify.com/v1/audio-analysis/4W4PZdDzTUa06u4iXCKRxI,146021,4
0.522,0.205,7,-15.323,0,0.0568,0.971,0.89,0.0959,0.214,118.347,audio_features,1WvROGTTw41o8BQ2zHx6sg,spotify:track:1WvROGTTw41o8BQ2zHx6sg,https://api.spotify.com/v1/tracks/1WvROGTTw41o8BQ2zHx6sg,https://api.spotify.com/v1/audio-analysis/1WvROGTTw41o8BQ2zHx6sg,234586,4
0.467,0.17,5,-20.378,1,0.0349,0.945,0.596,0.183,0.17,108.5,audio_features,2qLTH8o4woaUd81rgUAeZp,spotify:track:2qLTH8o4woaUd81rgUAeZp,https://api.spotify.com/v1/tracks/2qLTH8o4woaUd81rgUAeZp,https://api.spotify.com/v1/audio-analysis/2qLTH8o4woaUd81rgUAeZp,216098,4
0.515,0.166,9,-17.721,0,0.036,0.965,0.882,0.118,0.0779,62.718,audio_features,69eesFTk1HKajniFSF2Z9n,spotify:track:69eesFTk1HKajniFSF2Z9n,https://api.spotify.com/v1/tracks/69eesFTk1HKajniFSF2Z9n,https://api.spotify.com/v1/audio-analysis/69eesFTk1HKajniFSF2Z9n,192319,4
0.548,0.188,9,-15.519,0,0.0334,0.964,0.849,0.116,0.204,95.625,audio_features,7H6doSNNykKJH1ewJxW4FL,spotify:track:7H6doSNNykKJH1ewJxW4FL,https://api.spotify.com/v1/tracks/7H6doSNNykKJH1ewJxW4FL,https://api.spotify.com/v1/audio-analysis/7H6doSNNykKJH1ewJxW4FL,169353,4
